Unnamed: 0,city,actual_latitude,alt_latitude,initial_answer,gt_answer,logprob_a,logprob_b,logits_a,logits_b,confidence_a,confidence_b,predicted_label,initial_binary_correctness,other_llm_answer,other_llm_answer_type,second_answer,change_of_mind,second_turn_predicted_label,second_turn_binary_correctness,second_turn_confidence_a,second_turn_confidence_b,final_answer,final_logprob_a,final_logprob_b,final_logits_a,final_logits_b,other_llm_accuracy,initial_answer_display
27794,Stendal,52.6,26.3,a,a,-0.0155029296875,-7.0,29.375,22.375,0.8929478,0.10705215,0,1,a,Same,a,0,0,1,0.9679874,0.032012567,a,-0.08984375,-11.3125,30.5,19.25,90,hidden
27795,Mŭ’minobod,38.1,19.1,a,a,-0.08251953125,-3.203125,27.625,24.5,0.7205053,0.2794947,0,1,a,Same,a,0,0,1,0.96555483,0.034445204,a,-0.2041015625,-11.1875,30.0,19.0,90,hidden
27796,Walnut Park,34.0,51.0,a,a,-0.023193359375,-6.03125,28.125,22.125,0.8603478,0.13965222,0,1,a,Same,a,0,0,1,0.9629444,0.037055604,a,-0.2041015625,-10.9375,29.75,19.0,90,hidden
27797,Nor Hachn,40.3,20.2,a,a,-0.1845703125,-2.4375,28.375,26.125,0.66414446,0.33585554,0,1,a,Same,a,0,0,1,0.9733637,0.026636243,a,-0.0155029296875,-11.875,33.75,21.875,90,hidden
27798,Byarozawka,53.7,80.6,b,b,-7.0,-0.0155029296875,21.75,28.75,0.10705215,0.8929478,1,1,b,Same,b,0,1,1,0.049522117,0.9504779,b,-9.875,-0.10400390625,21.0,30.75,90,hidden
27799,Carmaux,44.0,66.1,a,a,-0.0155029296875,-7.125,28.75,21.625,0.89651525,0.1034848,0,1,a,Same,a,0,0,1,0.96555483,0.03444519,a,-0.4765625,-11.5,30.125,19.125,90,hidden
27800,Neno,-15.4,-23.1,a,a,-0.11767578125,-3.125,27.5,24.5,0.71281403,0.287186,0,1,a,Same,a,0,0,1,0.9691406,0.03085936,a,-0.023193359375,-11.375,32.25,20.875,90,hidden
27801,Aars,56.8,28.4,b,b,-6.375,-0.0155029296875,22.25,28.625,0.1265495,0.87345046,1,1,b,Same,b,0,1,1,0.03985569,0.96014434,b,-10.5,-0.023193359375,21.0,31.5,90,hidden
27802,Macabebe,14.9,22.4,a,b,-0.06787109375,-4.1875,26.375,22.25,0.7772999,0.22270015,0,0,a,Same,a,0,0,0,0.9629444,0.037055604,a,-0.11083984375,-10.875,30.75,20.0,90,hidden
27803,Huzūrnagar,16.9,25.3,a,a,-0.1650390625,-2.796875,27.5,24.875,0.6890012,0.3109988,0,1,a,Same,a,0,0,1,0.96555483,0.03444519,a,-0.158203125,-11.1875,32.0,21.0,90,hidden
27804,Makarska,43.3,21.6,a,a,-0.03076171875,-5.03125,27.875,22.875,0.8198235,0.18017653,0,1,a,Same,a,0,0,1,0.96427256,0.035727475,a,-0.08251953125,-10.9375,31.0,20.125,90,hidden
27805,Tychy,50.1,75.2,a,a,-0.08984375,-9.3125,31.0,21.75,0.9428394,0.05716066,0,1,a,Same,a,0,0,1,0.9702536,0.029746411,a,-0.1455078125,-11.625,30.875,19.375,90,hidden
27806,Tanant,31.9,47.8,b,b,-5.15625,-0.03076171875,22.875,28.0,0.17464907,0.82535094,1,1,b,Same,b,0,1,1,0.057160635,0.9428394,b,-9.5625,-0.3125,21.0,30.25,90,hidden
27807,Musiri,11.0,5.5,b,a,-2.609375,-0.10400390625,28.0,30.5,0.31917277,0.6808272,1,0,b,Same,b,0,1,0,0.059236664,0.94076335,b,-9.875,-0.7578125,21.25,30.375,90,hidden
27808,Quezon,7.7,11.6,a,a,-0.2353515625,-3.484375,26.25,23.0,0.7280692,0.27193078,0,1,a,Same,a,0,0,1,0.96427256,0.03572746,a,-0.2041015625,-11.0625,30.75,19.875,90,hidden
27809,Riom,45.9,22.9,a,a,-0.05322265625,-4.5625,27.625,23.125,0.79635006,0.20364998,0,1,a,Same,a,0,0,1,0.9629444,0.037055623,a,-0.3125,-11.0625,30.0,19.25,90,hidden
27810,Yemva,62.6,31.3,a,b,-0.11767578125,-6.0,27.25,21.375,0.85573435,0.14426567,0,0,a,Same,a,0,0,0,0.9761568,0.023843275,a,-0.03076171875,-12.25,33.5,21.25,90,hidden
27811,Hacienda Heights,34.0,51.0,a,a,-0.038330078125,-6.90625,28.375,21.5,0.8892727,0.110727295,0,1,a,Same,a,0,0,1,0.957142,0.042857952,a,-1.21875,-11.5,27.75,17.5,90,hidden
27812,Cave Spring,37.2,18.6,a,a,-0.0966796875,-3.34375,26.375,23.125,0.72806907,0.27193087,0,1,a,Same,a,0,0,1,0.9667926,0.03320736,a,-0.1455078125,-11.25,30.875,19.75,90,hidden
27813,Khurmi,39.5,19.8,a,b,-0.138671875,-4.375,26.25,22.0,0.78378797,0.21621202,0,0,a,Same,a,0,0,0,0.97132754,0.028672436,a,-0.08251953125,-11.6875,32.5,20.875,90,hidden
27814,Lagoa Sêca,-7.2,-3.6,a,b,-0.1650390625,-2.421875,28.0,25.75,0.6641442,0.33585575,0,0,a,Same,a,0,0,0,0.9667926,0.03320737,a,-0.08984375,-11.1875,31.125,20.0,90,hidden
27815,Klagenfurt,46.6,23.3,b,b,-8.75,0.0,21.375,30.125,0.06589567,0.9341043,1,1,b,Same,b,0,1,1,0.030859347,0.9691406,b,-11.5,-0.10400390625,18.125,29.5,90,hidden
27816,Ponders End,51.6,25.8,a,a,-0.0155029296875,-7.625,30.125,22.5,0.90975165,0.090248376,0,1,a,Same,a,0,0,1,0.9723638,0.027636133,a,-0.345703125,-12.125,30.75,19.0,90,hidden
27817,Ceres,37.6,56.4,a,a,-0.2041015625,-3.953125,30.0,26.25,0.75701135,0.24298865,0,1,a,Same,a,0,0,1,0.9679874,0.032012552,a,-0.038330078125,-11.3125,32.5,21.25,90,hidden
27818,Hulkoti,15.4,23.1,a,a,-0.1318359375,-3.0,27.25,24.375,0.7049979,0.29500207,0,1,a,Same,a,0,0,1,0.9667926,0.03320739,a,-0.0458984375,-11.1875,32.75,21.625,90,hidden
27819,Douar Jwalla,31.9,15.9,b,b,-4.40625,-0.0458984375,24.0,28.375,0.209862,0.790138,1,1,b,Same,b,0,1,1,0.051335778,0.94866425,b,-9.8125,-0.2041015625,21.25,30.875,90,hidden
27820,São Martinho do Bispo,40.2,20.1,b,b,-6.125,-0.0155029296875,22.625,28.75,0.13516289,0.8648371,1,1,b,Same,b,0,1,1,0.05515315,0.9448468,b,-9.875,-0.4765625,20.5,29.875,90,hidden
27821,Chilanga,13.7,6.9,b,b,-1.125,-0.62109375,27.25,27.75,0.46219355,0.53780645,1,1,b,Same,b,0,1,1,0.049522117,0.9504779,b,-9.75,-0.03076171875,22.0,31.75,90,hidden
27822,Bend,44.1,66.1,b,b,-8.625,-0.007781982421875,21.0,29.625,0.068265945,0.9317341,1,1,b,Same,b,0,1,1,0.05515315,0.9448468,b,-9.9375,-0.578125,18.375,27.75,90,hidden
27823,Olds,51.8,77.7,<,b,-inf,-inf,-inf,-inf,,,-1,-1,<,Same,b,1,1,1,0.07324502,0.926755,b,-8.4375,-0.060546875,20.625,29.0,90,hidden
27824,Fairview,40.8,61.2,a,a,-0.470703125,-1.09375,28.625,28.0,0.5472075,0.45279253,0,1,a,Same,a,0,0,1,0.9629444,0.037055604,a,-0.038330078125,-10.8125,32.5,21.75,90,hidden
27825,Fara,11.5,17.3,b,b,-0.4765625,-1.2265625,27.875,27.125,0.55657494,0.4434251,1,1,b,Same,b,0,1,1,0.05321219,0.9467878,b,-9.5625,-0.08251953125,22.125,31.625,90,hidden
27826,Morsand,25.9,13.0,b,a,-1.2578125,-0.5078125,26.5,27.25,0.4434251,0.55657494,1,0,b,Same,b,0,1,0,0.046075508,0.95392454,b,-10.0625,-0.08984375,21.875,31.875,90,hidden
27827,Épinay-sur-Orge,48.7,73.0,b,b,-8.875,-0.007781982421875,21.5,30.375,0.06360213,0.93639785,1,1,b,Same,b,0,1,1,0.042857952,0.957142,b,-10.5,-0.25390625,18.5,28.75,90,hidden
27828,Rocha,-34.5,-17.2,a,a,-0.0966796875,-3.21875,28.25,25.125,0.7205053,0.2794947,0,1,a,Same,a,0,0,1,0.9702536,0.029746424,a,-0.0458984375,-11.5625,31.25,19.75,90,hidden
27829,Hejian,38.4,57.7,b,b,-7.875,-0.007781982421875,21.25,29.125,0.08421845,0.9157816,1,1,b,Same,b,0,1,1,0.044438984,0.955561,b,-10.5625,-0.431640625,19.125,29.25,90,hidden
27830,Revúca,48.7,73.0,b,b,-8.75,-0.007781982421875,21.0,29.75,0.06589567,0.9341043,1,1,b,Same,b,0,1,1,0.042857952,0.957142,b,-10.5625,-0.3125,19.125,29.375,90,hidden
27831,Keller,32.9,16.5,a,a,-0.023193359375,-6.15625,28.125,22.0,0.8648371,0.13516289,0,1,a,Same,a,0,0,1,0.96427256,0.03572746,a,-0.10400390625,-11.0,30.125,19.25,90,hidden
27832,Morris,40.8,20.4,a,a,-0.03076171875,-4.40625,27.0,22.625,0.790138,0.209862,0,1,a,Same,a,0,0,1,0.9702536,0.029746424,a,-0.12451171875,-11.625,31.75,20.25,90,hidden
27833,Montegiardino,43.9,65.9,b,b,-8.375,-0.15234375,20.0,28.25,0.07585818,0.9241418,1,1,b,Same,b,0,1,1,0.046075508,0.95392454,b,-10.25,-0.22265625,19.375,29.375,90,hidden
27834,Dáfni,38.0,19.0,b,b,-6.625,-0.007781982421875,22.125,28.75,0.11840984,0.8815902,1,1,b,Same,b,0,1,1,0.049522117,0.9504779,b,-9.9375,-0.1787109375,21.0,30.75,90,hidden
27835,Sabbah,33.8,16.9,b,b,-0.1650390625,-2.796875,26.0,23.375,0.68900126,0.31099868,1,1,b,Same,b,0,1,1,0.05515315,0.9448468,b,-9.4375,-0.060546875,21.75,31.125,90,hidden
27836,Andondabe,-17.8,-8.9,<,b,-inf,-inf,-inf,-inf,,,-1,-1,<,Same,a,1,0,0,0.75701123,0.24298872,a,-0.05322265625,-3.796875,34.5,30.75,90,hidden
27837,Groningen,53.2,26.6,b,b,-8.875,-0.007781982421875,22.5,31.375,0.063602105,0.93639785,1,1,b,Same,b,0,1,1,0.039855707,0.96014434,b,-10.625,-0.1455078125,18.75,29.25,90,hidden
27838,Wilcannia,-31.6,-47.3,b,b,-8.25,0.0,21.75,30.0,0.07585818,0.9241418,1,1,b,Same,b,0,1,1,0.041330766,0.95866925,b,-10.375,-0.0155029296875,20.625,31.0,90,hidden
27839,Dawson Creek,55.8,83.6,a,a,-0.0155029296875,-7.5,28.875,21.375,0.906593,0.09340698,0,1,a,Same,a,0,0,1,0.96427256,0.035727475,a,-0.11083984375,-11.0,30.375,19.5,90,hidden
27840,Braunsbedra,51.3,76.9,a,a,-0.038330078125,-7.15625,29.0,21.875,0.89651525,0.10348475,0,1,a,Same,a,0,0,1,0.9679874,0.032012552,a,-0.08251953125,-11.3125,30.75,19.5,90,hidden
27841,Huatabampo,27.0,40.6,b,b,-8.5,-0.0155029296875,20.5,29.0,0.07071499,0.92928505,1,1,b,Same,b,0,1,1,0.041330744,0.95866925,b,-11.4375,-1.0546875,17.875,28.25,90,hidden
27842,Alkhan-Yurt,43.2,21.6,a,a,-0.03076171875,-4.53125,27.25,22.75,0.79635006,0.20364991,0,1,a,Same,a,0,0,1,0.9679874,0.032012552,a,-0.05322265625,-11.3125,31.375,20.125,90,hidden
27843,Sarai Jattān,31.2,15.6,b,b,-6.65625,-0.023193359375,22.25,28.875,0.1184098,0.88159025,1,1,b,Same,b,0,1,1,0.05133583,0.94866425,b,-9.875,-0.22265625,20.75,30.375,90,hidden
27844,Wakayama,34.2,17.1,b,b,-9.125,-0.007781982421875,21.375,30.5,0.059236635,0.94076335,1,1,b,Same,b,0,1,1,0.038431164,0.96156883,b,-10.75,-0.11083984375,18.5,29.125,90,hidden
27845,Harper Woods,42.4,21.2,a,a,-0.03076171875,-5.40625,28.0,22.625,0.83600354,0.16399653,0,1,a,Same,a,0,0,1,0.9702536,0.029746411,a,-0.2041015625,-11.6875,30.25,18.75,90,hidden
27846,Xintai,35.9,18.0,a,a,-0.0155029296875,-6.375,28.5,22.125,0.8734506,0.12654945,0,1,a,Same,a,0,0,1,0.9667926,0.03320737,a,-0.1455078125,-11.25,30.625,19.5,90,hidden
27847,New Amsterdam,6.2,3.1,a,b,-0.15234375,-2.28125,27.5,25.375,0.65564334,0.34435666,0,0,a,Same,a,0,0,0,0.9555611,0.04443897,a,-0.3125,-10.4375,30.125,20.0,90,hidden
27848,Parapuã,-21.8,-32.7,b,b,-2.84375,-0.08984375,28.375,31.125,0.3029408,0.6970592,1,1,b,Same,b,0,1,1,0.055153128,0.9448469,b,-9.4375,-0.0458984375,22.125,31.5,90,hidden
27849,White City,42.4,63.6,a,b,-0.2109375,-1.8359375,27.125,25.5,0.6206774,0.37932262,0,0,a,Same,a,0,0,0,0.96014434,0.039855707,a,-0.0458984375,-10.5625,31.125,20.625,90,hidden
27850,Palangavāngudi,10.7,5.4,a,a,-0.038330078125,-4.65625,26.5,21.875,0.8024242,0.19757582,0,1,a,Same,a,0,0,1,0.9702536,0.029746411,a,-0.345703125,-11.875,30.875,19.375,90,hidden
27851,Le Mont-sur-Lausanne,46.5,69.8,a,a,-1.203125,-7.09375,26.875,21.0,0.85573417,0.14426579,0,1,a,Same,a,0,0,1,0.96014434,0.03985569,a,-0.158203125,-10.6875,29.125,18.625,90,hidden
27852,Benjamín Aceval,-25.0,-12.5,a,a,-3.1875,-0.06787109375,27.875,31.0,0.2794948,0.72050524,0,1,a,Same,a,0,0,1,0.9761568,0.023843262,a,-0.0155029296875,-12.25,32.5,20.25,90,hidden
27853,Viga,13.9,20.8,a,a,-0.1845703125,-2.4375,27.25,25.0,0.66414446,0.33585554,0,1,a,Same,a,0,0,1,0.96555483,0.03444519,a,-0.038330078125,-11.0625,32.0,21.0,90,hidden
27854,Mottola,40.6,20.3,b,b,-7.375,-0.0155029296875,21.125,28.5,0.09666439,0.9033356,1,1,b,Same,b,0,1,1,0.04443897,0.9555611,b,-10.1875,-0.05322265625,20.0,30.125,90,hidden
27855,Mādugula,17.9,26.9,<,b,-inf,-inf,-inf,-inf,,,-1,-1,<,Same,a,1,0,0,0.75701123,0.24298872,a,-0.40625,-4.15625,34.0,30.25,90,hidden
27856,Redlynch,-16.9,-25.3,a,a,-0.1845703125,-2.3125,28.375,26.25,0.65564346,0.34435657,0,1,a,Same,a,0,0,1,0.9691406,0.03085936,a,-0.060546875,-11.4375,31.75,20.375,90,hidden
27857,Burley,42.5,63.8,a,a,-0.05322265625,-4.1875,27.125,23.0,0.7772999,0.22270015,0,1,a,Same,a,0,0,1,0.96555483,0.03444519,a,-0.158203125,-11.1875,31.25,20.25,90,hidden
27858,Izamal,20.9,31.4,b,b,-7.03125,-0.03076171875,22.375,29.375,0.10705215,0.8929478,1,1,b,Same,b,0,1,1,0.046075486,0.95392454,b,-10.25,-0.25390625,20.25,30.25,90,hidden
27859,Vila Franca de Xira,39.0,19.5,a,a,-0.038330078125,-5.28125,27.75,22.5,0.83074397,0.16925605,0,1,a,Same,a,0,0,1,0.96555483,0.034445204,a,-0.578125,-11.5625,29.25,18.25,90,hidden
27860,Naruār,26.2,13.1,a,a,-0.40625,-1.53125,27.125,26.0,0.58441126,0.41558868,0,1,a,Same,a,0,0,1,0.96014434,0.039855707,a,-0.05322265625,-10.5625,32.25,21.75,90,hidden
27861,Sākib,32.3,16.1,a,a,-0.0966796875,-3.21875,26.5,23.375,0.7205053,0.2794947,0,1,a,Same,a,0,0,1,0.9743284,0.025671588,a,-0.08984375,-12.0625,33.0,21.0,90,hidden
27862,Portland,27.9,41.8,b,a,-7.5,-0.007781982421875,21.375,28.875,0.09340698,0.906593,1,0,b,Same,b,0,1,0,0.037055604,0.9629444,b,-11.125,-0.390625,18.25,29.0,90,hidden
27863,Mampong,7.1,3.5,b,b,-3.5625,-0.06787109375,26.0,29.5,0.25719368,0.7428064,1,1,b,Same,b,0,1,1,0.049522117,0.9504779,b,-9.8125,-0.05322265625,21.375,31.125,90,hidden
27864,Barhampur,26.3,13.2,a,a,-0.0458984375,-4.78125,27.25,22.5,0.8083608,0.19163921,0,1,a,Same,a,0,0,1,0.9679874,0.032012567,a,-0.06787109375,-11.3125,31.125,19.875,90,hidden
27865,Barhampur,26.3,13.2,a,b,-1.15625,-0.53515625,27.375,28.0,0.4527928,0.54720724,0,0,a,Same,a,0,0,0,0.96014434,0.039855707,a,-0.06787109375,-10.5625,31.625,21.125,90,hidden
27866,Quetta,30.2,45.3,b,b,-8.0,-0.007781982421875,21.375,29.375,0.08134266,0.9186573,1,1,b,Same,b,0,1,1,0.047769308,0.95223075,b,-10.1875,-0.3125,19.375,29.25,90,hidden
27867,Wellington,-33.6,-16.8,b,b,-6.875,0.0,21.75,28.625,0.11072735,0.8892727,1,1,b,Same,b,0,1,1,0.061383124,0.93861693,b,-10.3125,-1.3125,19.125,28.125,90,hidden
27868,Hemsworth,53.6,26.8,a,a,-0.03076171875,-4.65625,27.75,23.125,0.8024242,0.19757582,0,1,a,Same,a,0,0,1,0.97132754,0.028672436,a,-0.1787109375,-11.8125,31.25,19.625,90,hidden
27869,Formosa,-26.2,-13.1,b,a,-4.15625,-0.0458984375,24.875,29.0,0.22270015,0.7772999,1,0,b,Same,b,0,1,0,0.053212162,0.9467878,b,-9.5625,-0.0458984375,21.75,31.25,90,hidden
27870,Peri-Mirim,-2.6,-3.9,b,a,-2.375,-0.11767578125,27.625,29.875,0.33585566,0.66414434,1,0,b,Same,b,0,1,0,0.053212143,0.9467879,b,-9.625,-0.10400390625,21.375,30.875,90,hidden
27871,Taurianova,38.4,19.2,<,a,-inf,-inf,-inf,-inf,,,-1,-1,<,Same,a,1,0,1,0.88548756,0.11451249,a,-0.05322265625,-6.8125,28.875,22.125,90,hidden
27872,Beaufort,32.5,48.7,Unknown,a,-inf,-inf,-inf,-inf,,,-1,-1,Unknown,Same,a,1,0,1,0.46219355,0.53780645,a,-1.7421875,-1.2421875,36.5,37.0,90,hidden
27873,La Unión,37.6,56.4,a,b,-2.96875,-0.08984375,27.25,30.125,0.29500216,0.7049978,0,0,a,Same,a,0,0,0,0.9448468,0.05515315,a,-0.25390625,-9.625,29.875,20.5,90,hidden
27874,Opelousas,30.5,15.3,b,b,-7.375,-0.007781982421875,21.375,28.75,0.096664436,0.9033356,1,1,b,Same,b,0,1,1,0.051335804,0.94866425,b,-9.9375,-0.3125,20.375,30.0,90,hidden
27875,Channapatna,12.7,6.3,a,a,-0.0458984375,-4.53125,27.375,22.875,0.7963502,0.20364985,0,1,a,Same,a,0,0,1,0.96427256,0.03572746,a,-0.10400390625,-11.0,30.5,19.625,90,hidden
27876,Pola de Siero,43.4,65.1,b,b,-7.875,-0.007781982421875,21.375,29.25,0.08421848,0.9157815,1,1,b,Same,b,0,1,1,0.044438984,0.955561,b,-10.3125,-0.2041015625,19.25,29.375,90,hidden
27877,San Francisco,13.7,20.5,b,a,-3.046875,-0.05322265625,32.25,35.25,0.28718588,0.7128141,1,0,b,Same,b,0,1,0,0.07585818,0.9241418,b,-9.3125,-1.0546875,21.25,29.5,90,hidden
27878,Rochedale,-27.6,-13.8,b,a,-4.40625,-0.038330078125,23.625,28.0,0.20986208,0.7901379,1,0,b,Same,b,0,1,0,0.0658957,0.9341043,b,-9.125,-0.345703125,21.75,30.5,90,hidden
27879,Winchester,42.5,21.2,b,b,-6.75,-0.007781982421875,23.0,29.75,0.114512436,0.88548756,1,1,b,Same,b,0,1,1,0.049522143,0.9504779,b,-9.8125,-0.0458984375,20.75,30.5,90,hidden
27880,Nanping,26.6,40.0,b,b,-8.375,0.0,21.25,29.625,0.07324502,0.926755,1,1,b,Same,b,0,1,1,0.03985569,0.96014434,b,-10.9375,-0.431640625,18.625,29.125,90,hidden
27881,Popovo,43.4,65.0,a,a,-0.6640625,-6.78125,26.625,20.5,0.8648371,0.13516283,0,1,a,Same,a,0,0,1,0.9629444,0.037055623,a,-0.158203125,-10.9375,30.375,19.625,90,hidden
27882,Babadag,44.9,22.4,a,a,-0.05322265625,-5.0625,29.0,24.0,0.8198234,0.1801766,0,1,a,Same,a,0,0,1,0.97132754,0.028672451,a,-0.06787109375,-11.6875,31.125,19.5,90,hidden
27883,Kenmore,47.8,23.9,a,a,-0.023193359375,-5.90625,28.125,22.25,0.8557343,0.14426573,0,1,a,Same,a,0,0,1,0.96555483,0.034445204,a,-0.283203125,-11.3125,29.875,18.875,90,hidden
27884,Tarboro,35.9,53.9,a,a,-0.05322265625,-6.0625,28.125,22.125,0.8603478,0.13965222,0,1,a,Same,a,0,0,1,0.9629444,0.037055604,a,-0.283203125,-11.0625,30.125,19.375,90,hidden
27885,Cortazar,20.5,30.7,<,a,-inf,-inf,-inf,-inf,,,-1,-1,<,Same,b,1,1,0,0.40641925,0.5935808,b,-1.546875,-0.294921875,35.25,36.5,90,hidden
27886,Gothva,23.5,11.7,b,a,-3.09375,-0.08984375,26.5,29.5,0.28718588,0.7128141,1,0,b,Same,b,0,1,0,0.051335804,0.94866425,b,-10.0,-0.390625,21.625,31.25,90,hidden
27887,Töle Bī,43.7,21.8,a,b,-0.1318359375,-3.5,26.5,23.125,0.73550344,0.26449656,0,0,a,Same,a,0,0,0,0.9679874,0.032012567,a,-0.05322265625,-11.3125,32.25,21.0,90,hidden
27888,Ducheng,23.2,34.9,a,b,-0.060546875,-4.1875,27.5,23.375,0.77729976,0.22270021,0,0,a,Same,a,0,0,0,0.9679874,0.032012552,a,-0.431640625,-11.6875,30.25,19.0,90,hidden
27889,San Blas Atempa,16.3,24.5,a,b,-0.58984375,-1.21875,27.25,26.625,0.5472075,0.45279253,0,0,a,Same,a,0,0,0,0.96427256,0.03572744,a,-0.08984375,-10.9375,31.5,20.625,90,hidden
27890,Aalst,50.9,76.4,a,a,-0.023193359375,-7.65625,29.125,21.5,0.90975165,0.09024835,0,1,a,Same,a,0,0,1,0.9667926,0.03320737,a,-0.08984375,-11.1875,30.5,19.375,90,hidden
27891,Kafr ad Dawwār,31.1,46.7,a,a,-0.06787109375,-5.4375,27.0,21.625,0.83600354,0.16399653,0,1,a,Same,a,0,0,1,0.9691406,0.03085936,a,-0.1455078125,-11.5,30.625,19.25,90,hidden
27892,Güstrow,53.8,80.7,a,a,-0.007781982421875,-8.5,30.375,21.875,0.92928493,0.07071505,0,1,a,Same,a,0,0,1,0.9702536,0.029746424,a,-0.05322265625,-11.5625,30.625,19.125,90,hidden
27893,Macedo de Cavaleiros,41.5,62.3,b,b,-8.75,-0.007781982421875,20.75,29.5,0.0658957,0.9341043,1,1,b,Same,b,0,1,1,0.046075508,0.95392454,b,-10.5,-0.5234375,18.875,28.875,90,hidden
27894,Mādhopur,26.3,39.5,b,b,-7.0,-0.007781982421875,21.875,28.875,0.10705215,0.8929478,1,1,b,Same,b,0,1,1,0.04133072,0.95866925,b,-10.5625,-0.2041015625,19.375,29.75,90,hidden
27895,Phan Thiết,10.9,16.4,a,b,-0.05322265625,-4.1875,27.375,23.25,0.77729994,0.22270006,0,0,a,Same,a,0,0,0,0.9679874,0.032012567,a,-0.2041015625,-11.4375,30.5,19.25,90,hidden
27896,Oshikango,-17.4,-26.1,a,a,-0.11083984375,-3.859375,27.875,24.125,0.7570114,0.24298856,0,1,a,Same,a,0,0,1,0.9667926,0.03320737,a,-0.0458984375,-11.1875,31.25,20.125,90,hidden
27897,Castelnaudary,43.3,21.7,b,b,-7.0,-0.007781982421875,22.125,29.125,0.10705211,0.8929479,1,1,b,Same,b,0,1,1,0.051335778,0.94866425,b,-9.75,-0.1455078125,20.5,30.125,90,hidden
27898,Saint-Amable,45.6,68.5,a,a,-0.023193359375,-7.15625,28.875,21.75,0.89651525,0.10348475,0,1,a,Same,a,0,0,1,0.9679874,0.032012552,a,-0.25390625,-11.5,30.125,18.875,90,hidden
27899,Washington Terrace,41.2,20.6,b,b,-6.625,-0.007781982421875,22.625,29.25,0.11840984,0.8815902,1,1,b,Same,b,0,1,1,0.04776929,0.95223075,b,-9.9375,-0.06787109375,20.875,30.75,90,hidden
27900,Rosbach vor der Höhe,50.3,25.1,a,a,-0.023193359375,-6.65625,28.875,22.25,0.88159025,0.1184098,0,1,a,Same,a,0,0,1,0.9733637,0.026636256,a,-0.06787109375,-11.9375,31.625,19.75,90,hidden
27901,Weil am Rhein,47.6,71.4,a,a,-0.0155029296875,-7.0,28.25,21.25,0.8929478,0.10705215,0,1,a,Same,a,0,0,1,0.96156883,0.03843118,a,-0.1787109375,-10.8125,29.375,18.75,90,hidden
27902,Ciro Redondo,22.0,11.0,b,a,-4.875,-0.0155029296875,22.5,27.375,0.18583968,0.81416035,1,0,b,Same,b,0,1,0,0.046075508,0.95392454,b,-10.75,-0.7578125,20.75,30.75,90,hidden
27903,Khem Karan,31.1,15.6,a,a,-0.10400390625,-4.09375,26.75,22.75,0.7706741,0.2293259,0,1,a,Same,a,0,0,1,0.9723638,0.027636133,a,-0.1455078125,-11.875,31.25,19.5,90,hidden
27904,Actopan,19.5,29.3,a,a,-0.0966796875,-4.59375,26.875,22.375,0.79635006,0.20364998,0,1,a,Same,a,0,0,1,0.96555483,0.034445204,a,-0.12451171875,-11.125,31.0,20.0,90,hidden
27905,Molde,62.7,94.1,a,a,-0.007781982421875,-8.375,29.75,21.375,0.926755,0.07324499,0,1,a,Same,a,0,0,1,0.95866925,0.041330766,a,-0.06787109375,-10.4375,29.375,19.0,90,hidden
27906,Andamooka,-30.4,-45.7,a,a,-0.060546875,-5.6875,28.75,23.125,0.84612745,0.1538726,0,1,a,Same,a,0,0,1,0.9691406,0.030859347,a,-0.03076171875,-11.375,31.375,20.0,90,hidden
27907,Xarardheere,4.7,7.0,a,a,-0.45703125,-1.328125,28.125,27.25,0.5659021,0.4340979,0,1,a,Same,a,0,0,1,0.96555483,0.03444519,a,-0.12451171875,-11.125,31.375,20.375,90,hidden
27908,Avaré,-23.1,-34.6,a,a,-0.05322265625,-4.5625,28.125,23.625,0.79635006,0.20364998,0,1,a,Same,a,0,0,1,0.96555483,0.034445178,a,-0.03076171875,-11.0,31.5,20.5,90,hidden
27909,Pedagādi,17.7,26.5,b,b,-0.9296875,-0.6796875,28.0,28.25,0.48106954,0.51893044,1,1,b,Same,b,0,1,1,0.055153172,0.9448468,b,-9.75,-0.345703125,21.625,31.0,90,hidden
27910,Orocué,4.8,2.4,b,a,-3.546875,-0.0458984375,26.625,30.125,0.25719368,0.7428064,1,0,b,Same,b,0,1,0,0.049522117,0.9504779,b,-10.5,-0.7578125,19.75,29.5,90,hidden
27911,Zhengzhou,34.8,17.4,b,b,-9.375,-0.007781982421875,20.75,30.125,0.05515315,0.9448468,1,1,b,Same,b,0,1,1,0.051335778,0.94866425,b,-9.9375,-0.3125,18.75,28.375,90,hidden
27912,Pácora,5.5,8.3,<,a,-inf,-inf,-inf,-inf,,,-1,-1,<,Same,b,1,1,0,0.40641925,0.5935808,b,-1.5390625,-0.2890625,36.75,38.0,90,hidden
27913,Palagonia,37.3,18.7,b,a,-5.03125,-0.023193359375,23.375,28.375,0.1801766,0.8198234,1,0,b,Same,b,0,1,0,0.049522143,0.9504779,b,-10.125,-0.345703125,20.75,30.5,90,hidden
27914,Ankilivalo,-20.3,-30.4,a,b,-0.76171875,-0.76171875,29.875,29.875,0.5,0.5,0,0,a,Same,a,0,0,0,0.97132754,0.028672451,a,-0.03076171875,-11.625,32.25,20.625,90,hidden
27915,Bārun,24.9,37.3,a,a,-0.0966796875,-4.59375,26.5,22.0,0.79635006,0.20364991,0,1,a,Same,a,0,0,1,0.9691406,0.030859347,a,-0.038330078125,-11.4375,32.5,21.125,90,hidden
